point_id,utm_easting,utm_northing,utm_zone,elevation,array,Ellipsoidal_Ht,Ortho_Ht,mic_type,notes
SBT-3-32-38,470854.8624,6094970.696,12,661.8973,SBT-3-32,638.4453,661.8973,EXTMIC,
SBT-3-32-39,470890.4563,6094969.188,12,664.7754,SBT-3-32,641.3234,664.7754,ARU,
SBT-3-32-40,470921.7347,6094968.893,12,662.0893,SBT-3-32,638.6373,662.0893,EXTMIC,
SBT-3-32-41,470785.5354,6094931.972,12,668.3719,SBT-3-32,644.9199,668.3719,EXTMIC,
SBT-3-32-42,470812.9466,6094930.869,12,671.1758,SBT-3-32,647.7238,671.1758,ARU,
SBT-3-32-43,470851.6734,6094933.754,12,672.7297,SBT-3-32,649.2777,672.7297,EXTMIC,
SBT-3-32-44,470886.5738,6094936.342,12,667.3043,SBT-3-32,643.8523,667.3043,ARU,
SBT-3-32-45,470923.8995,6094930.664,12,660.2333,SBT-3-32,636.7813,660.2333,EXTMIC,
SBT-3-32-46,470782.4288,6094895.676,12,676.0759,SBT-3-32,652.6239,676.0759,EXTMIC,
SBT-3-32-47,470820.9403,6094901.644,12,673.2979,SBT-3-32,649.8459,673.2979,ARU,
SBT-3-32-48,470855.3209,6094901.497,12,671.4972,SBT-3-32,648.0452,671.4972,EXTMIC,
SBT-3-32-49,470887.0862,6094898.767,12,669.6521,SBT-3-32,646.2001,669.6521,ARU,
SBT-3-32-50,470928.2312,6094901.897,12,664.9623,SBT-3-32,641.5103,664.9623,EXTMIC,
SBT-3-33-1,470378.8804,6096404.926,12,652.2936,SBT-3-33,628.8336,652.2936,ARU,
SBT-3-33-2,470404.7199,6096430.828,12,639.3944,SBT-3-33,615.9344,639.3944,EXTMIC,
SBT-3-33-3,470435.4934,6096447.907,12,640.4849,SBT-3-33,617.0249,640.4849,ARU,
SBT-3-33-4,470461.2818,6096477.609,12,642.3007,SBT-3-33,618.8407,642.3007,ARU,
SBT-3-33-5,470481.8703,6096491.352,12,647.2101,SBT-3-33,623.7501,647.2101,ARU,
SBT-3-33-6,470402.2181,6096375.458,12,649.6544,SBT-3-33,626.1944,649.6544,ARU,
SBT-3-33-7,470426.2938,6096394.782,12,646.1556,SBT-3-33,622.6956,646.1556,EXTMIC,
SBT-3-33-8,470453.2734,6096423.023,12,643.2766,SBT-3-33,619.8166,643.2766,ARU,
SBT-3-33-9,470478.1818,6096444.91,12,642.8628,SBT-3-33,619.4028,642.8628,EXTMIC,
SBT-3-33-10,470506.1025,6096462.236,12,642.0698,SBT-3-33,618.6098,642.0698,EXTMIC,
SBT-3-33-11,470422.5674,6096346.414,12,647.738,SBT-3-33,624.278,647.738,ARU,
SBT-3-33-12,470443.9269,6096373.026,12,644.6231,SBT-3-33,621.1631,644.6231,EXTMIC,
SBT-3-33-13,470475.6417,6096391.611,12,639.4148,SBT-3-33,615.9548,639.4148,ARU,
SBT-3-33-14,470507.6548,6096412.129,12,639.2862,SBT-3-33,615.8262,639.2862,EXTMIC,
SBT-3-33-15,470528.334,6096434.192,12,641.8271,SBT-3-33,618.3671,641.8271,ARU,
SBT-3-33-16,470441.7123,6096328.51,12,644.7272,SBT-3-33,621.2672,644.7272,ARU,
SBT-3-33-17,470472.1043,6096336.464,12,646.5687,SBT-3-33,623.1087,646.5687,EXTMIC,
SBT-3-33-18,470494.4735,6096362.798,12,639.0829,SBT-3-33,615.6229,639.0829,ARU,
SBT-3-33-19,470524.1731,6096389.976,12,632.1602,SBT-3-33,608.7002,632.1602,EXTMIC,
SBT-3-33-20,470550.9207,6096408.946,12,643.9351,SBT-3-33,620.4751,643.9351,ARU,
SBT-3-33-21,470458.6848,6096294.037,12,643.1639,SBT-3-33,619.7039,643.1639,ARU,
SBT-3-33-22,470487.627,6096312.241,12,643.5278,SBT-3-33,620.0678,643.5278,EXTMIC,
SBT-3-33-23,470513.9734,6096336.295,12,634.3165,SBT-3-33,610.8565,634.3165,ARU,
SBT-3-33-24,470545.7061,6096358.047,12,636.1511,SBT-3-33,612.6911,636.1511,EXTMIC,
SBT-3-33-25,470575.3668,6096386.033,12,639.1646,SBT-3-33,615.7046,639.1646,ARU,
SBT-3-33-26,470242.6589,6096287.078,12,629.5796,SBT-3-33,606.1196,629.5796,EXTMIC,
SBT-3-33-27,470275.4359,6096307.096,12,636.7523,SBT-3-33,613.2923,636.7523,ARU,
SBT-3-33-28,470300.4707,6096327.17,12,641.5575,SBT-3-33,618.0975,641.5575,EXTMIC,
SBT-3-33-29,470330.5429,6096350.177,12,643.0113,SBT-3-33,619.5513,643.0113,ARU,
SBT-3-33-30,470354.9428,6096382.948,12,646.798,SBT-3-33,623.338,646.798,EXTMIC,
SBT-3-33-31,470273.9493,6096262.638,12,631.8035,SBT-3-33,608.3435,631.8035,EXTMIC,"Adjusted coordinates (_1.87939,_0.68404)"
SBT-3-33-32,470293.3984,6096284.864,12,641.3237,SBT-3-33,617.8637,641.3237,ARU,
SBT-3-33-33,470328.8768,6096303.48,12,633.2106,SBT-3-33,609.7506,633.2106,EXTMIC,
SBT-3-33-34,470347.9559,6096330.564,12,634.1288,SBT-3-33,610.6688,634.1288,ARU,
SBT-3-33-35,470380.2726,6096354.708,12,648.0246,SBT-3-33,624.5646,648.0246,EXTMIC,
SBT-3-33-36,470291.9738,6096238.373,12,634.798,SBT-3-33,611.338,634.798,EXTMIC,
SBT-3-33-37,470314.0949,6096255.719,12,636.7732,SBT-3-33,613.3132,636.7732,ARU,
SBT-3-33-38,470338.5617,6096278.367,12,639.5206,SBT-3-33,616.0606,639.5206,EXTMIC,
SBT-3-33-39,470374.0608,6096299.037,12,650.0036,SBT-3-33,626.5436,650.0036,ARU,
SBT-3-33-40,470399.6947,6096321.443,12,651.1999,SBT-3-33,627.7399,651.1999,EXTMIC,
SBT-3-33-41,470321.2548,6096204.693,12,632.7239,SBT-3-33,609.2639,632.7239,EXTMIC,
SBT-3-33-42,470343.5243,6096222.986,12,638.7214,SBT-3-33,615.2614,638.7214,ARU,
SBT-3-33-43,470362.9293,6096250.391,12,641.1211,SBT-3-33,617.6611,641.1211,EXTMIC,
SBT-3-33-44,470392.8387,6096273.146,12,641.4617,SBT-3-33,618.0017,641.4617,ARU,
SBT-3-33-45,470422.1448,6096300.361,12,645.6103,SBT-3-33,622.1503,645.6103,EXTMIC,
SBT-3-33-46,470340.6107,6096182.357,12,630.4569,SBT-3-33,606.9969,630.4569,EXTMIC,
SBT-3-33-47,470360.7887,6096201.648,12,634.2011,SBT-3-33,610.7411,634.2011,ARU,
SBT-3-33-48,470391.3663,6096224.158,12,640.6189,SBT-3-33,617.1589,640.6189,EXTMIC,
SBT-3-33-49,470415.9811,6096237.757,12,644.1267,SBT-3-33,620.6667,644.1267,ARU,
SBT-3-33-50,470443.9871,6096273.705,12,644.8791,SBT-3-33,621.4191,644.8791,EXTMIC,
SBT-3-38-1,456829.67,6075516.51,12,,SBT-3-38,,,ARU,Obtained from ARU GPS
SBT-3-38-2,456863.23,6075542.51,12,,SBT-3-38,,,ARU,Obtained from ARU GPS
SBT-3-38-3,456888.64,6075560.54,12,,SBT-3-38,,,ARU,Obtained from ARU GPS
SBT-3-38-4,456918.29,6075582.76,12,,SBT-3-38,,,ARU,Obtained from ARU GPS
SBT-3-38-5,456941.72,6075596.84,12,,SBT-3-38,,,ARU,Obtained from ARU GPS
SBT-3-38-6,456852.46,6075494.44,12,658.2666,SBT-3-38,,658.2666,ARU,Obtained from ARU GPS
SBT-3-38-7,456884.62,6075518.14,12,660.4497,SBT-3-38,,660.4497,ARU,Obtained from ARU GPS
SBT-3-38-8,456915.07,6075535.56,12,663.495,SBT-3-38,,663.495,ARU,Obtained from ARU GPS
SBT-3-38-9,456941.85,6075549.82,12,,SBT-3-38,,,ARU,Obtained from ARU GPS
SBT-3-38-10,456964.64,6075574.71,12,667.4351,SBT-3-38,,667.4351,ARU,Obtained from ARU GPS
SBT-3-38-11,456877.0,6075471.51,12,659.4185,SBT-3-38,,659.4185,ARU,Obtained from ARU GPS
SBT-3-38-12,456904.66,6075477.05,12,661.3703,SBT-3-38,,661.3703,ARU,Obtained from ARU GPS
SBT-3-38-13,456931.28,6075506.35,12,663.4985,SBT-3-38,,663.4985,ARU,Obtained from ARU GPS
SBT-3-38-14,456958.46,6075520.54,12,665.105,SBT-3-38,,665.105,ARU,Obtained from ARU GPS
SBT-3-38-15,456986.99,6075543.07,12,,SBT-3-38,,,ARU,Obtained from ARU GPS
SBT-3-38-16,456896.25,6075434.76,12,,SBT-3-38,,,ARU,Obtained from ARU GPS
SBT-3-38-17,456931.44,6075455.5,12,639.3388,SBT-3-38,,639.3388,ARU,Obtained from ARU GPS
SBT-3-38-18,456953.93,6075476.65,12,640.6682,SBT-3-38,,640.6682,ARU,Obtained from ARU GPS
SBT-3-38-19,456975.5,6075486.75,12,641.9992,SBT-3-38,,641.9992,ARU,Obtained from ARU GPS
SBT-3-38-20,457005.95,6075520.41,12,,SBT-3-38,,,ARU,Obtained from ARU GPS
SBT-3-38-21,456917.58,6075404.12,12,,SBT-3-38,,,ARU,Obtained from ARU GPS
SBT-3-38-22,456943.36,6075429.54,12,,SBT-3-38,,,ARU,Obtained from ARU GPS
SBT-3-38-23,456971.06,6075448.3,12,,SBT-3-38,,,ARU,Obtained from ARU GPS
SBT-3-38-24,456993.77,6075471.65,12,,SBT-3-38,,,ARU,Obtained from ARU GPS
SBT-3-38-25,457032.2,6075492.7,12,647.2448,SBT-3-38,,647.2448,ARU,Obtained from ARU GPS
SBT-3-39-1,439313.3433,6108579.051,12,655.1993,SBT-3-39,632.2923,655.1993,ARU,
SBT-3-39-2,439343.2469,6108580.867,12,651.5315,SBT-3-39,628.6245,651.5315,EXTMIC,
SBT-3-39-3,439380.1754,6108577.549,12,653.8424,SBT-3-39,630.9354,653.8424,ARU,
SBT-3-39-4,439414.3717,6108584.643,12,654.4663,SBT-3-39,631.5593,654.4663,EXTMIC,
SBT-3-39-5,439449.6378,6108583.964,12,651.8429,SBT-3-39,628.9359,651.8429,ARU,
SBT-3-39-6,439308.9685,6108548.273,12,660.3759,SBT-3-39,637.4689,660.3759,ARU,
SBT-3-39-7,439342.2382,6108544.012,12,660.2751,SBT-3-39,637.3681,660.2751,EXTMIC,
SBT-3-39-8,439384.0453,6108549.33,12,659.4277,SBT-3-39,636.5207,659.4277,ARU,
SBT-3-39-9,439414.1152,6108546.869,12,656.9327,SBT-3-39,634.0257,656.9327,EXTMIC,
SBT-3-39-10,439446.4948,6108551.136,12,651.0869,SBT-3-39,628.1799,651.0869,EXTMIC,
SBT-3-39-11,439313.106,6108509.344,12,655.8305,SBT-3-39,632.9235,655.8305,ARU,
SBT-3-39-12,439344.3416,6108504.246,12,656.0264,SBT-3-39,633.1194,656.0264,EXTMIC,
SBT-3-39-13,439375.5919,6108514.948,12,656.7742,SBT-3-39,633.8672,656.7742,ARU,
SBT-3-39-14,439412.1372,6108508.349,12,654.7897,SBT-3-39,631.8827,654.7897,EXTMIC,
SBT-3-39-15,439448.8461,6108509.692,12,649.1779,SBT-3-39,626.2709,649.1779,ARU,
SBT-3-39-16,439305.5675,6108470.909,12,653.2546,SBT-3-39,630.3476,653.2546,ARU,
SBT-3-39-17,439345.726,6108472.48,12,654.9152,SBT-3-39,632.0082,654.9152,EXTMIC,
SBT-3-39-18,439384.1026,6108473.477,12,654.9423,SBT-3-39,632.0353,654.9423,ARU,
SBT-3-39-19,439413.8713,6108474.784,12,654.4749,SBT-3-39,631.5679,654.4749,EXTMIC,
SBT-3-39-20,439456.2192,6108476.537,12,646.5554,SBT-3-39,623.6484,646.5554,EXTMIC,
SBT-3-39-21,439306.6485,6108441.911,12,649.8618,SBT-3-39,626.9548,649.8618,EXTMIC,"Coordinates adjusted (_1,0)"
SBT-3-39-22,439346.2344,6108444.254,12,648.69,SBT-3-39,625.783,648.69,EXTMIC,
SBT-3-39-23,439383.9384,6108442.379,12,650.2807,SBT-3-39,627.3737,650.2807,ARU,
SBT-3-39-24,439413.3547,6108434.397,12,649.9226,SBT-3-39,627.0156,649.9226,EXTMIC,
SBT-3-39-25,439451.0257,6108443.981,12,648.8019,SBT-3-39,625.8949,648.8019,ARU,
SBT-3-39-26,439481.9689,6108550.12,12,647.4709,SBT-3-39,624.5639,647.4709,ARU,
SBT-3-39-27,439520.5799,6108545.226,12,646.2108,SBT-3-39,623.3038,646.2108,ARU,
SBT-3-39-28,439554.3353,6108541.809,12,652.7602,SBT-3-39,629.8532,652.7602,EXTMIC,
SBT-3-39-29,439583.8826,6108540.852,12,646.0194,SBT-3-39,623.1124,646.0194,ARU,
SBT-3-39-30,439614.5893,6108544.366,12,641.3634,SBT-3-39,618.4564,641.3634,EXTMIC,
SBT-3-39-31,439479.4174,6108514.718,12,646.8212,SBT-3-39,623.9142,646.8212,EXTMIC,
SBT-3-39-32,439517.9586,6108511.288,12,646.893,SBT-3-39,623.986,646.893,ARU,
SBT-3-39-33,439556.6769,6108511.961,12,646.0034,SBT-3-39,623.0964,646.0034,EXTMIC,
SBT-3-39-34,439589.2973,6108508.678,12,645.5172,SBT-3-39,622.6102,645.5172,ARU,
SBT-3-39-35,439618.7301,6108511.753,12,641.9139,SBT-3-39,619.0069,641.9139,EXTMIC,
SBT-3-39-36,439487.5394,6108475.585,12,643.9753,SBT-3-39,621.0683,643.9753,ARU,
SBT-3-39-37,439516.9692,6108473.044,12,639.5704,SBT-3-39,616.6634,639.5704,ARU,
SBT-3-39-38,439553.9374,6108472.864,12,639.942,SBT-3-39,617.035,639.942,EXTMIC,
SBT-3-39-39,439587.4552,6108474.399,12,639.8348,SBT-3-39,616.9278,639.8348,ARU,
SBT-3-39-40,439610.5736,6108471.861,12,637.3541,SBT-3-39,614.4471,637.3541,EXTMIC,
SBT-3-39-41,439486.5326,6108443.329,12,642.6338,SBT-3-39,619.7268,642.6338,EXTMIC,
SBT-3-39-42,439515.8701,6108434.733,12,642.494,SBT-3-39,619.587,642.494,ARU,
SBT-3-39-43,439545.6521,6108439.829,12,640.0462,SBT-3-39,617.1392,640.0462,EXTMIC,
SBT-3-39-44,439593.5957,6108440.57,12,636.643,SBT-3-39,613.736,636.643,ARU,
SBT-3-39-45,439621.1455,6108440.854,12,633.2809,SBT-3-39,610.3739,633.2809,EXTMIC,
SBT-3-39-46,439480.127,6108409.211,12,639.8793,SBT-3-39,616.9723,639.8793,EXTMIC,
SBT-3-39-47,439526.2695,6108407.161,12,638.807,SBT-3-39,615.9,638.807,ARU,
SBT-3-39-48,439550.2624,6108405.688,12,631.3643,SBT-3-39,608.4573,631.3643,EXTMIC,
SBT-3-39-49,439590.384,6108401.674,12,635.9214,SBT-3-39,613.0144,635.9214,ARU,
SBT-3-39-50,439622.868,6108402.354,12,636.0712,SBT-3-39,613.1642,636.0712,EXTMIC,
SBT-3-49-1,454013.9292,6101627.907,12,629.0975,SBT-3-49,605.8775,629.0975,EXTMIC,
SBT-3-49-2,454053.8249,6101625.532,12,633.2259,SBT-3-49,610.0059,633.2259,EXTMIC,
SBT-3-49-3,454093.5182,6101629.199,12,634.5611,SBT-3-49,611.3411,634.5611,EXTMIC,
SBT-3-49-4,454127.3407,6101624.804,12,633.6482,SBT-3-49,610.4282,633.6482,EXTMIC,
SBT-3-49-5,454160.8485,6101625.127,12,633.8625,SBT-3-49,610.6425,633.8625,EXTMIC,
SBT-3-49-6,454021.4967,6101589.804,12,633.9893,SBT-3-49,610.7693,633.9893,ARU,
SBT-3-49-7,454051.352,6101587.98,12,631.1908,SBT-3-49,607.9708,631.1908,ARU,
SBT-3-49-8,454089.9651,6101591.879,12,630.5491,SBT-3-49,607.3291,630.5491,ARU,
SBT-3-49-9,454129.6433,6101583.09,12,635.9531,SBT-3-49,612.7331,635.9531,ARU,
SBT-3-49-10,454160.9645,6101589.364,12,632.4627,SBT-3-49,609.2427,632.4627,ARU,
SBT-3-49-11,454025.6891,6101562.123,12,630.8208,SBT-3-49,607.6008,630.8208,EXTMIC,
SBT-3-49-12,454061.3459,6101553.015,12,632.2918,SBT-3-49,609.0718,632.2918,EXTMIC,
SBT-3-49-13,454089.8589,6101555.331,12,629.8537,SBT-3-49,606.6337,629.8537,EXTMIC,
SBT-3-49-14,454122.2565,6101554.872,12,632.8791,SBT-3-49,609.6591,632.8791,EXTMIC,
SBT-3-49-15,454164.0594,6101548.797,12,628.2505,SBT-3-49,605.0305,628.2505,EXTMIC,
SBT-3-49-16,454018.3344,6101519.595,12,628.9999,SBT-3-49,605.7799,628.9999,ARU,
SBT-3-49-17,454052.2237,6101525.309,12,628.7497,SBT-3-49,605.5297,628.7497,ARU,
SBT-3-49-18,454092.3026,6101523.989,12,629.2462,SBT-3-49,606.0262,629.2462,ARU,
SBT-3-49-19,454129.6174,6101532.535,12,635.7731,SBT-3-49,612.5531,635.7731,ARU,
SBT-3-49-20,454159.8331,6101515.433,12,627.8372,SBT-3-49,604.6172,627.8372,ARU,
SBT-3-49-21,454015.9213,6101486.308,12,628.332,SBT-3-49,605.112,628.332,EXTMIC,
SBT-3-49-22,454054.6212,6101486.45,12,628.1019,SBT-3-49,604.8819,628.1019,EXTMIC,
SBT-3-49-23,454090.5375,6101482.234,12,626.8044,SBT-3-49,603.5844,626.8044,EXTMIC,
SBT-3-49-24,454126.6806,6101485.502,12,629.2278,SBT-3-49,606.0078,629.2278,EXTMIC,
SBT-3-49-25,454161.2051,6101482.756,12,631.0892,SBT-3-49,607.8692,631.0892,EXTMIC,
SBT-3-49-26,454022.0626,6101799.642,12,627.3951,SBT-3-49,604.1751,627.3951,ARU,
SBT-3-49-27,454043.8704,6101798.119,12,634.0334,SBT-3-49,610.8134,634.0334,ARU,
SBT-3-49-28,454083.5512,6101797.839,12,635.8424,SBT-3-49,612.6224,635.8424,ARU,
SBT-3-49-29,454124.1448,6101800.904,12,630.6766,SBT-3-49,607.4566,630.6766,ARU,
SBT-3-49-30,454158.2096,6101804.054,12,630.5157,SBT-3-49,607.2957,630.5157,ARU,
SBT-3-49-31,454017.1754,6101764.703,12,630.6566,SBT-3-49,607.4366,630.6566,EXTMIC,
SBT-3-49-32,454050.0172,6101759.7,12,642.8314,SBT-3-49,619.6114,642.8314,EXTMIC,
SBT-3-49-33,454085.758,6101765.591,12,629.4106,SBT-3-49,606.1906,629.4106,EXTMIC,
SBT-3-49-34,454120.9131,6101764.901,12,623.8259,SBT-3-49,600.6059,623.8259,EXTMIC,
SBT-3-49-35,454153.2483,6101767.675,12,631.9461,SBT-3-49,608.7261,631.9461,EXTMIC,
SBT-3-49-36,454018.6978,6101728.697,12,630.5569,SBT-3-49,607.3369,630.5569,ARU,
SBT-3-49-37,454053.5791,6101721.844,12,630.5654,SBT-3-49,607.3454,630.5654,ARU,
SBT-3-49-38,454081.5941,6101727.575,12,635.5686,SBT-3-49,612.3486,635.5686,ARU,
SBT-3-49-39,454118.5946,6101720.758,12,632.3529,SBT-3-49,609.1329,632.3529,ARU,
SBT-3-49-40,454157.27,6101731.627,12,626.3093,SBT-3-49,603.0893,626.3093,ARU,
SBT-3-49-41,454018.8624,6101695.147,12,635.7494,SBT-3-49,612.5294,635.7494,EXTMIC,
SBT-3-49-42,454055.876,6101698.011,12,636.5698,SBT-3-49,613.3498,636.5698,EXTMIC,
SBT-3-49-43,454086.4885,6101696.757,12,631.8578,SBT-3-49,608.6378,631.8578,EXTMIC,
SBT-3-49-44,454120.0241,6101696.929,12,632.0939,SBT-3-49,608.8739,632.0939,EXTMIC,
SBT-3-49-45,454162.2312,6101697.851,12,632.8619,SBT-3-49,609.6419,632.8619,EXTMIC,
SBT-3-49-46,454022.3634,6101657.176,12,638.2614,SBT-3-49,615.0414,638.2614,ARU,
SBT-3-49-47,454054.0564,6101658.664,12,639.3372,SBT-3-49,616.1172,639.3372,ARU,
SBT-3-49-48,454089.1533,6101662.206,12,631.0981,SBT-3-49,607.8781,631.0981,ARU,
SBT-3-49-49,454125.7164,6101661.858,12,628.2493,SBT-3-49,605.0293,628.2493,ARU,
SBT-3-49-50,454164.7272,6101658.872,12,633.2498,SBT-3-49,610.0298,633.2498,ARU,
SBT-3-51-1,462831.061,6087055.51,12,694.1485,SBT-3-51,670.8085,694.1485,ARU,
SBT-3-51-2,462855.2704,6087081.519,12,689.3932,SBT-3-51,666.0532,689.3932,EXTMIC,
SBT-3-51-3,462885.1184,6087111.108,12,681.2479,SBT-3-51,657.9079,681.2479,ARU,
SBT-3-51-4,462909.8249,6087127.289,12,678.9271,SBT-3-51,655.5871,678.9271,EXTMIC,
SBT-3-51-5,462938.4927,6087153.476,12,676.2266,SBT-3-51,652.8866,676.2266,ARU,
SBT-3-51-6,462851.8467,6087032.975,12,696.5285,SBT-3-51,673.1885,696.5285,ARU,
SBT-3-51-7,462876.2256,6087054.521,12,692.3434,SBT-3-51,669.0034,692.3434,EXTMIC,
SBT-3-51-8,462904.6007,6087084.74,12,688.1214,SBT-3-51,664.7814,688.1214,ARU,
SBT-3-51-9,462934.6237,6087103.958,12,683.29,SBT-3-51,659.95,683.29,EXTMIC,
SBT-3-51-10,462961.3017,6087127.985,12,677.2383,SBT-3-51,653.8983,677.2383,EXTMIC,
SBT-3-51-11,462878.8407,6087008.315,12,698.291,SBT-3-51,674.951,698.291,EXTMIC,
SBT-3-51-12,462908.1113,6087026.812,12,694.2653,SBT-3-51,670.9253,694.2653,EXTMIC,
SBT-3-51-13,462926.6926,6087053.991,12,691.8522,SBT-3-51,668.5122,691.8522,ARU,
SBT-3-51-14,462954.5766,6087078.338,12,688.9147,SBT-3-51,665.5747,688.9147,EXTMIC,
SBT-3-51-15,462897.1408,6086973.836,12,699.0023,SBT-3-51,675.6623,699.0023,ARU,
SBT-3-51-16,462919.5797,6087001.034,12,696.407,SBT-3-51,673.067,696.407,EXTMIC,
SBT-3-51-17,462954.5346,6087028.384,12,691.4742,SBT-3-51,668.1342,691.4742,ARU,
SBT-3-51-18,462920.9621,6086950.402,12,696.2153,SBT-3-51,672.8753,696.2153,ARU,
SBT-3-51-19,462949.7534,6086982.965,12,707.1362,SBT-3-51,683.7962,707.1362,EXTMIC,
SBT-3-51-20,462989.1688,6087128.087,12,677.3611,SBT-3-51,654.0211,677.3611,ARU,
SBT-3-51-21,463021.5484,6087126.14,12,678.1523,SBT-3-51,654.8123,678.1523,EXTMIC,
SBT-3-51-22,463057.134,6087129.861,12,678.3079,SBT-3-51,654.9679,678.3079,ARU,
SBT-3-51-23,463089.2392,6087124.144,12,681.3108,SBT-3-51,657.9708,681.3108,EXTMIC,
SBT-3-51-24,463126.6981,6087121.111,12,675.3503,SBT-3-51,652.0103,675.3503,ARU,
SBT-3-51-25,463159.261,6087116.496,12,675.916,SBT-3-51,652.576,675.916,EXTMIC,
SBT-3-51-26,462990.9797,6087096.283,12,678.3691,SBT-3-51,655.0291,678.3691,ARU,
SBT-3-51-27,463019.573,6087093.986,12,677.6361,SBT-3-51,654.2961,677.6361,EXTMIC,
SBT-3-51-28,463056.8204,6087090.485,12,678.7761,SBT-3-51,655.4361,678.7761,ARU,
SBT-3-51-29,463089.1978,6087089.13,12,679.9726,SBT-3-51,656.6326,679.9726,EXTMIC,
SBT-3-51-30,463131.194,6087092.338,12,676.4412,SBT-3-51,653.1012,676.4412,ARU,
SBT-3-51-31,463161.4571,6087086.27,12,677.9681,SBT-3-51,654.6281,677.9681,EXTMIC,
SBT-3-51-32,462991.1115,6087058.474,12,687.9648,SBT-3-51,664.6248,687.9648,ARU,
SBT-3-51-33,463019.7673,6087054.541,12,685.1214,SBT-3-51,661.7814,685.1214,EXTMIC,
SBT-3-51-34,463052.9146,6087057.168,12,681.4795,SBT-3-51,658.1395,681.4795,ARU,
SBT-3-51-35,463089.7137,6087058.04,12,678.5563,SBT-3-51,655.2163,678.5563,EXTMIC,
SBT-3-51-36,463119.5168,6087053.638,12,679.4128,SBT-3-51,656.0728,679.4128,ARU,
SBT-3-51-37,463164.8183,6087054.401,12,677.4173,SBT-3-51,654.0773,677.4173,EXTMIC,
SBT-3-51-38,462980.0945,6087017.588,12,691.3335,SBT-3-51,667.9935,691.3335,ARU,Correct value from 114 RTK file
SBT-3-51-39,463024.5934,6087023.975,12,688.6146,SBT-3-51,665.2746,688.6146,EXTMIC,Correctly labeled in 115 RTK file
SBT-3-51-40,463055.8414,6087028.652,12,686.3721,SBT-3-51,663.0321,686.3721,ARU,Labeled as 38 in 115 RTK file
SBT-3-51-41,463088.2724,6087025.029,12,686.0518,SBT-3-51,662.7118,686.0518,EXTMIC,
SBT-3-51-42,463122.6884,6087013.058,12,683.8575,SBT-3-51,660.5175,683.8575,ARU,
SBT-3-51-43,463161.2319,6087011.281,12,680.3558,SBT-3-51,657.0158,680.3558,EXTMIC,
SBT-3-51-44,462983.1987,6086990.439,12,693.8029,SBT-3-51,670.4629,693.8029,ARU,
SBT-3-51-45,463018.0906,6086987.122,12,692.0307,SBT-3-51,668.6907,692.0307,EXTMIC,
SBT-3-51-46,463057.4439,6086984.888,12,690.9937,SBT-3-51,667.6537,690.9937,ARU,
SBT-3-51-47,463089.9042,6086982.409,12,687.9875,SBT-3-51,664.6475,687.9875,EXTMIC,
SBT-3-51-48,463128.5343,6086978.164,12,686.5967,SBT-3-51,663.2567,686.5967,ARU,
SBT-3-51-49,463158.7564,6086977.307,12,684.2826,SBT-3-51,660.9426,684.2826,EXTMIC,
SBT-6-76-1,662224.5834,6124281.521,11,644.0764,SBT-6-76,624.4754,644.0764,ARU,
SBT-6-76-2,662260.5442,6124281.543,11,641.5712,SBT-6-76,621.9702,641.5712,EXTMIC,
SBT-6-76-3,662291.6,6124285.552,11,642.7756,SBT-6-76,623.1746,642.7756,ARU,
SBT-6-76-4,662327.8365,6124277.75,11,649.0216,SBT-6-76,629.4206,649.0216,EXTMIC,
SBT-6-76-5,662356.4364,6124283.782,11,655.5857,SBT-6-76,635.9847,655.5857,ARU,
SBT-6-76-6,662218.063,6124257.275,11,639.2194,SBT-6-76,619.6184,639.2194,ARU,
